"0","NC226193","OLIVE GLOSS NUEVO DECOEUR","AC0121OLIVEGLS","7.5X15 KENT OLIVE GLOSS IRREGULAR EDGE","1.9","95","1.69","84.5","0","0","0","0","0","0",,"8","10.56","M2","PEI 1",,"0","0","0","0","0","88","44","0.5","180","90","3WA","WALL TILE","702","ACE CERAMICS PTY LTD (V)","AC-0121","TMW2154","TILE","CERGLZ","250.075150","010MM","WALL","IRREGULAR","240GREENS","GLOSS","UNICOLOUR","DECOEUR","WALL","ARTDECO","SPAIN","ACE",,"1050",,"YES","CTN LOTS ONLY",,"1","GST Normal","0","0",,"0000-00-00 00:00:00","0"
"2","NC222660","WHITE GLOSS DECOEUR","AC012ABLANCOGL","7.5X15 KENT BLANCO GLOSS","1.9","95","1.69","84.5","0","0","0","0","0","0","a:1:{i:0,s:11:""TMW1645.jpg"",}","6","10.56","M2",NULL,NULL,"528","0","0","528","0","88","44","0.5","180","90","3WA","WALL TILE","702","ACE CERAMICS PTY LTD (V)","AC-012A","TMW1645","TILE","CERGLZ","250.075150","010MM","WALL","IRREGULAR","100WHITES","GLOSS","UNICOLOUR","DECOEUR","WALL","SUBWAY","SPAIN","ACE","11-4202TPX","1050",NULL,"YES","CTN LOTS ONLY",NULL,"1","GST Normal","0","0",NULL,"2015-03-10 10:34:03","1"
"3","NC222661","WHITE MATT DECOEUR","AC012ABLANCOMT","7.5X15 KENT BLANCO MATT","1.9","95","1.69","84.5","0","0","0","0","0","0","a:1:{i:0,s:11:""TMW1646.jpg"",}","3","10.56","M2","PEI 1",NULL,"0","0","0","0","0","88","44","0.5","180","90","3WA","WALL TILE","702","ACE CERAMICS PTY LTD (V)","AC-012AA","TMW1646","TILE","CERGLZ","250.075150","010MM","WALL","IRREGULAR","100WHITES","MATT","UNICOLOUR","DECOEUR","WALL","ARTDECO","SPAIN","ACE","11-0601TPX","1050",NULL,"YES","CTN LOTS ONLY - ALSO AVAIL VULCANO TMW2118",NULL,"1","GST Normal","0","0",NULL,"2015-03-10 10:34:03","1"
"4","NC222662","CREAM GLOSS DECOEUR","AC012BBISCUITGL","7.5x15 KENT BISCUIT GLOSS","1.9","95","1.69","84.5","0","0","0","0","0","0","a:1:{i:0,s:11:""TMW1647.jpg"",}","5","10.56","M2","PEI 1",NULL,"423","0","0","423","0","88","44","0.5","180","90","3WA","WALL TILE","702","ACE CERAMICS PTY LTD (V)","AC-012B","TMW1647","TILE","CERGLZ","250.075150","010MM","WALL","IRREGULAR","120OFFWHIT","GLOSS","UNICOLOUR","DECOEUR","WALL","ARTDECO","SPAIN","ACE","11-0701TPX","1050",NULL,"YES","CTN LOTS ONLY",NULL,"1","GST Normal","0","0",NULL,"2015-03-10 10:34:03","1"
"5","NC222663","STORM GLOSS DECOEUR","AC012CGREYGL","7.5x15 KENT STEEL GREY GLOSS","1.9","95","1.69","84.5","0","0","0","0","0","0","a:2:{i:0,s:13:""TMW1648.1.jpg"",i:1,s:11:""TMW1648.jpg"",}","5","10.56","M2","PEI 1",NULL,"220","0","0","220","0","88","44","0.5","180","90","3WA","WALL TILE","702","ACE CERAMICS PTY LTD (V)","AC-012C","TMW1648","TILE","CERGLZ","250.075150","010MM","WALL","IRREGULAR","280GREYS","GLOSS","UNICOLOUR","DECOEUR","WALL","ARTDECO","SPAIN","ACE","17-4405TPX","1050",NULL,"YES","CTN LOTS ONLY !!!!DUE APPROX 15TH SEPT 2014!!!!!!!",NULL,"1","GST Normal","0","0",NULL,"2015-03-10 10:34:03","1"
"6","NC222664","LATTE GLOSS DECOEUR","AC012DTAUPEGL","7.5x15 KENT TAUPE GLOSS","1.9","95","1.69","84.5","0","0","0","0","0","0","a:1:{i:0,s:11:""TMW1649.jpg"",}","3","10.56","M2","PEI 1",NULL,"0","0","0","0","0","88","44","0.5","180","90","3WA","WALL TILE","702","ACE CERAMICS PTY LTD (V)","AC-012D","TMW1649","TILE","CERGLZ","250.075150","010MM","WALL","IRREGULAR","200TAUPES","GLOSS","UNICOLOUR","DECOEUR","WALL","ARTDECO","SPAIN","ACE","17-0808TCX","1050",NULL,"YES","CTN LOTS ONLY",NULL,"1","GST Normal","0","0",NULL,"2015-03-10 10:34:03","1"
"7","NC222665","PEWTER GLOSS DECOEUR","AC012EGRISGL","7.5x15 KENT GRIS GLOSS","1.9","95","1.69","84.5","0","0","0","0","0","0","a:1:{i:0,s:11:""TMW1650.jpg"",}","5","10.56","M2",NULL,NULL,"0","0","0","0","0","88","44","0.5","180","90","3WA","WALL TILE","702","ACE CERAMICS PTY LTD (V)","AC-012E","TMW1650","TILE","CERGLZ","250.075150","010MM","WALL","IRREGULAR","280GREYS","GLOSS","UNICOLOUR","DECOEUR","WALL","SUBWAY","SPAIN","ACE","18-4005TCX","1050",NULL,"YES","CTN LOTS ONLY",NULL,"1","GST Normal","0","0",NULL,"2015-03-10 10:34:03","1"
"8","NC222666","MOKKA GLOSS DECOEUR","AC012FCHOCGL","7.5x15 KENT CHOCOLATE GLOSS","1.9","95","1.69","84.5","0","0","0","0","0","0","a:1:{i:0,s:11:""TMW1651.jpg"",}","3","10.56","M2",NULL,NULL,"0","0","0","0","0","88","44","0.5","180","90","3WA","WALL TILE","702","ACE CERAMICS PTY LTD (V)","AC-012A","TMW1651","TILE","CERGLZ","250.075150","010MM","WALL","IRREGULAR","220CHOCOLA","GLOSS","UNICOLOUR","DECOEUR","WALL","SUBWAY","SPAIN","ACE","23-5-7C","1050",NULL,"YES","!!!!!DISCONTINED SEPTEMBER 2014!!!!!!!!!!!!!!!!!!!",NULL,"1","GST Normal","0","0",NULL,"2015-03-10 10:34:03","1"
"9","NC222667","SEAL GLOSS DECOEUR","AC012GGRAFITOGL","7.5x15 KENT GRAFITO GLOSS","1.9","95","1.69","84.5","0","0","0","0","0","0","a:1:{i:0,s:11:""TMW1652.jpg"",}","7","10.56","M2",NULL,NULL,"0","0","0","0","0","88","44","0.5","180","90","3WA","WALL TILE","702","ACE CERAMICS PTY LTD (V)","AC-012G","TMW1652","TILE","CERGLZ","250.075150","010MM","WALL","IRREGULAR","300CHARCOA","GLOSS","UNICOLOUR","DECOEUR","WALL","SUBWAY","SPAIN","ACE",NULL,"1050",NULL,"YES","CTN LOTS ONLY",NULL,"1","GST Normal","0","0",NULL,"2015-03-10 10:34:03","1"
"10","NC226194","RAVEN MATT NEUVO DECOEUR","AC012HHNEGROMATT","7.5X15 KENT NEGRO MATT IRRREGULAR EDGE","1.9","95","1.69","84.5","0","0","0","0","0","0","a:1:{i:0,s:11:""TMW2155.jpg"",}","5","10.56","M2",NULL,NULL,"0","0","0","0","0","88","44","0.5","180","90","3WA","WALL TILE","702","ACE CERAMICS PTY LTD (V)","AC-012HH","TMW2155","TILE","CERGLZ","250.075150","010MM","WALL","IRREGULAR","320BLACKS","MATT","VARIEGATED","DECOEUR","WALL","SUBWAY","SPAIN","ACE",NULL,"1050",NULL,"YES","CTN LOTS ONLY",NULL,"1","GST Normal","0","0",NULL,"2015-03-10 10:34:03","1"
